subject,word,recall,wordposition,valencemean,valencesd,arousalmean,arousalsd
33,plaga,0,E,2.3,1.17,7,1.52
33,individuo,0,Em1,NaN,NaN,NaN,NaN
33,traidor,1,E,2.25,1.24,7.15,1.76
33,imaginaci�n,1,Em1,NaN,NaN,NaN,NaN
33,tumor,1,E,1.33,0.69,7.45,1.05
34,ficci�n,1,Em1,NaN,NaN,NaN,NaN
34,crimen,0,E,2.15,1.17,7.9,1.17
34,lupa,0,Em1,NaN,NaN,NaN,NaN
34,ceguera,0,E,2.75,1.33,6.95,1.39
34,concierto,1,Em1,NaN,NaN,NaN,NaN
34,terrorista,1,E,1.5,0.88,7.6,1.39
34,caja,1,Em1,NaN,NaN,NaN,NaN
34,morgue,1,E,2.9,1.95,6.17,1.93
34,regla,1,Em1,NaN,NaN,NaN,NaN
34,violacion,1,E,1.18,0.5,8.13,1.11
34,muslo,0,Em1,NaN,NaN,NaN,NaN
34,amputacion,1,E,2.1,1.17,7.1,1.45
34,fuente,0,Em1,NaN,NaN,NaN,NaN
34,sida,0,E,1.45,0.69,7.35,1.46
34,dialogo,1,Em1,NaN,NaN,NaN,NaN
34,masacre,0,E,1.3,0.57,6.9,2.15
34,cabeza,1,Em1,NaN,NaN,NaN,NaN
34,tumor,1,E,1.33,0.69,7.45,1.05
34,sensibilidad,0,Em1,NaN,NaN,NaN,NaN
34,sufrimiento,1,E,1.95,1.15,8.3,0.86
34,brinco,1,Em1,NaN,NaN,NaN,NaN
34,suicida,1,E,2.15,1.39,7.65,1.04
34,natal,0,Em1,NaN,NaN,NaN,NaN
34,nazi,1,E,1.6,0.88,7.95,1.28
34,inhalaci�n,0,Em1,NaN,NaN,NaN,NaN
34,asfixia,0,E,1.3,0.57,8,1.21
34,buffet,0,Em1,NaN,NaN,NaN,NaN
34,hambruna,0,E,1.95,1.31,7.35,1.18
34,planeta,1,Em1,NaN,NaN,NaN,NaN
34,plaga,1,E,2.3,1.17,7,1.52
34,ser,1,Em1,NaN,NaN,NaN,NaN
34,traidor,1,E,2.25,1.24,7.15,1.76
34,energ�a,1,Em1,NaN,NaN,NaN,NaN
34,cancer,1,E,1.23,0.73,7.8,1.24
34,banquero,1,Em1,NaN,NaN,NaN,NaN
34,asesino,1,E,2.03,1.27,7.6,1.73
35,video,0,Em1,NaN,NaN,NaN,NaN
35,ceguera,1,E,2.75,1.33,6.95,1.39
35,capitulo,0,Em1,NaN,NaN,NaN,NaN
35,crimen,1,E,2.15,1.17,7.9,1.17
35,andamio,1,Em1,NaN,NaN,NaN,NaN
35,suicida,1,E,2.15,1.39,7.65,1.04
35,comida,0,Em1,NaN,NaN,NaN,NaN
35,hambruna,0,E,1.95,1.31,7.35,1.18
35,relaci�n,1,Em1,NaN,NaN,NaN,NaN
35,traidor,1,E,2.25,1.24,7.15,1.76
35,sensibilidad,0,Em1,NaN,NaN,NaN,NaN
35,sufrimiento,1,E,1.95,1.15,8.3,0.86
35,qu�mico,0,Em1,NaN,NaN,NaN,NaN
35,asesino,0,E,2.03,1.27,7.6,1.73
35,energ�a,0,Em1,NaN,NaN,NaN,NaN
35,cancer,1,E,1.23,0.73,7.8,1.24
35,originario,0,Em1,NaN,NaN,NaN,NaN
35,nazi,1,E,1.6,0.88,7.95,1.28
35,declaraci�n,0,Em1,NaN,NaN,NaN,NaN
35,violacion,0,E,1.18,0.5,8.13,1.11
35,cerebro,1,Em1,NaN,NaN,NaN,NaN
35,tumor,1,E,1.33,0.69,7.45,1.05
35,importaci�n,0,Em1,NaN,NaN,NaN,NaN
35,sida,1,E,1.45,0.69,7.35,1.46
35,encuentro,0,Em1,NaN,NaN,NaN,NaN
35,terrorista,1,E,1.5,0.88,7.6,1.39
35,vida,0,Em1,NaN,NaN,NaN,NaN
35,plaga,0,E,2.3,1.17,7,1.52
35,extremidad,0,Em1,NaN,NaN,NaN,NaN
35,amputacion,1,E,2.1,1.17,7.1,1.45
35,envase,1,Em1,NaN,NaN,NaN,NaN
35,morgue,1,E,2.9,1.95,6.17,1.93
35,vapor,1,Em1,NaN,NaN,NaN,NaN
35,asfixia,1,E,1.3,0.57,8,1.21
35,simposio,1,Em1,NaN,NaN,NaN,NaN
35,masacre,0,E,1.3,0.57,6.9,2.15
36,aeropuerto,0,Em1,NaN,NaN,NaN,NaN
36,terrorista,1,E,1.5,0.88,7.6,1.39
36,congregaci�n,1,Em1,NaN,NaN,NaN,NaN
36,masacre,1,E,1.3,0.57,6.9,2.15
36,vibraci�n,1,Em1,NaN,NaN,NaN,NaN
36,sufrimiento,1,E,1.95,1.15,8.3,0.86
36,compa�ero,1,Em1,NaN,NaN,NaN,NaN
36,traidor,0,E,2.25,1.24,7.15,1.76
36,actor,1,Em1,NaN,NaN,NaN,NaN
36,asesino,1,E,2.03,1.27,7.6,1.73
36,planeta,0,Em1,NaN,NaN,NaN,NaN
36,plaga,0,E,2.3,1.17,7,1.52
36,extremidad,0,Em1,NaN,NaN,NaN,NaN
36,amputacion,0,E,2.1,1.17,7.1,1.45
36,viaje,1,Em1,NaN,NaN,NaN,NaN
36,nazi,1,E,1.6,0.88,7.95,1.28
36,buffet,1,Em1,NaN,NaN,NaN,NaN
36,hambruna,1,E,1.95,1.31,7.35,1.18
36,nevera,0,Em1,NaN,NaN,NaN,NaN
36,morgue,0,E,2.9,1.95,6.17,1.93
36,brisa,0,Em1,NaN,NaN,NaN,NaN
36,asfixia,1,E,1.3,0.57,8,1.21
36,luminoso,0,Em1,NaN,NaN,NaN,NaN
36,cancer,1,E,1.23,0.73,7.8,1.24
36,�ptica,0,Em1,NaN,NaN,NaN,NaN
36,ceguera,1,E,2.75,1.33,6.95,1.39
36,norma,1,Em1,NaN,NaN,NaN,NaN
36,violacion,1,E,1.18,0.5,8.13,1.11
36,receptor,1,Em1,NaN,NaN,NaN,NaN
36,sida,0,E,1.45,0.69,7.35,1.46
36,ventana,1,Em1,NaN,NaN,NaN,NaN
36,suicida,1,E,2.15,1.39,7.65,1.04
36,imaginaci�n,0,Em1,NaN,NaN,NaN,NaN
36,tumor,0,E,1.33,0.69,7.45,1.05
36,texto,1,Em1,NaN,NaN,NaN,NaN
36,crimen,0,E,2.15,1.17,7.9,1.17
37,nevera,0,Em1,NaN,NaN,NaN,NaN
37,morgue,1,E,2.9,1.95,6.17,1.93
37,colega,1,Em1,NaN,NaN,NaN,NaN
37,traidor,1,E,2.25,1.24,7.15,1.76
37,viaje,1,Em1,NaN,NaN,NaN,NaN
37,nazi,1,E,1.6,0.88,7.95,1.28
37,fuente,0,Em1,NaN,NaN,NaN,NaN
37,sida,1,E,1.45,0.69,7.35,1.46
37,destello,0,Em1,NaN,NaN,NaN,NaN
37,cancer,0,E,1.23,0.73,7.8,1.24
37,nariz,1,Em1,NaN,NaN,NaN,NaN
37,asfixia,1,E,1.3,0.57,8,1.21
37,profesi�n,1,Em1,NaN,NaN,NaN,NaN
37,asesino,0,E,2.03,1.27,7.6,1.73
37,brazo,1,Em1,NaN,NaN,NaN,NaN
37,amputacion,1,E,2.1,1.17,7.1,1.45
37,ambiente,0,Em1,NaN,NaN,NaN,NaN
37,plaga,1,E,2.3,1.17,7,1.52
37,encuentro,0,Em1,NaN,NaN,NaN,NaN
37,terrorista,0,E,1.5,0.88,7.6,1.39
37,buffet,1,Em1,NaN,NaN,NaN,NaN
37,hambruna,1,E,1.95,1.31,7.35,1.18
37,inteligencia,0,Em1,NaN,NaN,NaN,NaN
37,tumor,1,E,1.33,0.69,7.45,1.05
37,biograf�a,0,Em1,NaN,NaN,NaN,NaN
37,crimen,0,E,2.15,1.17,7.9,1.17
37,cima,1,Em1,NaN,NaN,NaN,NaN
37,suicida,1,E,2.15,1.39,7.65,1.04
37,contrato,0,Em1,NaN,NaN,NaN,NaN
37,violacion,0,E,1.18,0.5,8.13,1.11
37,ojo,1,Em1,NaN,NaN,NaN,NaN
37,ceguera,1,E,2.75,1.33,6.95,1.39
37,gente,1,Em1,NaN,NaN,NaN,NaN
37,masacre,1,E,1.3,0.57,6.9,2.15
37,sensibilidad,0,Em1,NaN,NaN,NaN,NaN
37,sufrimiento,0,E,1.95,1.15,8.3,0.86
38,fotograf�a,1,Em1,NaN,NaN,NaN,NaN
38,ceguera,0,E,2.75,1.33,6.95,1.39
38,editor,0,Em1,NaN,NaN,NaN,NaN
38,crimen,0,E,2.15,1.17,7.9,1.17
38,estaci�n,1,Em1,NaN,NaN,NaN,NaN
38,terrorista,1,E,1.5,0.88,7.6,1.39
38,ocupaci�n,0,Em1,NaN,NaN,NaN,NaN
38,asesino,1,E,2.03,1.27,7.6,1.73
38,asociaci�n,0,Em1,NaN,NaN,NaN,NaN
38,masacre,0,E,1.3,0.57,6.9,2.15
38,inteligencia,1,Em1,NaN,NaN,NaN,NaN
38,tumor,0,E,1.33,0.69,7.45,1.05
38,balc�n,1,Em1,NaN,NaN,NaN,NaN
38,suicida,1,E,2.15,1.39,7.65,1.04
38,se�al,0,Em1,NaN,NaN,NaN,NaN
38,sida,1,E,1.45,0.69,7.35,1.46
38,restaurante,0,Em1,NaN,NaN,NaN,NaN
38,hambruna,1,E,1.95,1.31,7.35,1.18
38,inhalaci�n,0,Em1,NaN,NaN,NaN,NaN
38,asfixia,1,E,1.3,0.57,8,1.21
38,extremidad,1,Em1,NaN,NaN,NaN,NaN
38,amputacion,0,E,2.1,1.17,7.1,1.45
38,declaraci�n,1,Em1,NaN,NaN,NaN,NaN
38,violacion,1,E,1.18,0.5,8.13,1.11
38,ambiente,0,Em1,NaN,NaN,NaN,NaN
38,plaga,0,E,2.3,1.17,7,1.52
38,dedo,1,Em1,NaN,NaN,NaN,NaN
38,sufrimiento,0,E,1.95,1.15,8.3,0.86
38,d�a,0,Em1,NaN,NaN,NaN,NaN
38,cancer,1,E,1.23,0.73,7.8,1.24
38,idioma,0,Em1,NaN,NaN,NaN,NaN
38,nazi,1,E,1.6,0.88,7.95,1.28
38,individuo,0,Em1,NaN,NaN,NaN,NaN
38,traidor,0,E,2.25,1.24,7.15,1.76
38,ba�l,1,Em1,NaN,NaN,NaN,NaN
38,morgue,1,E,2.9,1.95,6.17,1.93
39,altura,0,Em1,NaN,NaN,NaN,NaN
39,suicida,1,E,2.15,1.39,7.65,1.04
39,�ptica,0,Em1,NaN,NaN,NaN,NaN
39,ceguera,1,E,2.75,1.33,6.95,1.39
39,universo,1,Em1,NaN,NaN,NaN,NaN
39,plaga,0,E,2.3,1.17,7,1.52
39,permiso,0,Em1,NaN,NaN,NaN,NaN
39,violacion,1,E,1.18,0.5,8.13,1.11
39,historia,1,Em1,NaN,NaN,NaN,NaN
39,crimen,1,E,2.15,1.17,7.9,1.17
39,creatividad,1,Em1,NaN,NaN,NaN,NaN
39,tumor,1,E,1.33,0.69,7.45,1.05
39,sensaci�n,0,Em1,NaN,NaN,NaN,NaN
39,sufrimiento,1,E,1.95,1.15,8.3,0.86
39,comunidad,0,Em1,NaN,NaN,NaN,NaN
39,masacre,1,E,1.3,0.57,6.9,2.15
39,aeropuerto,1,Em1,NaN,NaN,NaN,NaN
39,terrorista,0,E,1.5,0.88,7.6,1.39
39,dama,0,Em1,NaN,NaN,NaN,NaN
39,traidor,1,E,2.25,1.24,7.15,1.76
39,ventilaci�n,0,Em1,NaN,NaN,NaN,NaN
39,asfixia,0,E,1.3,0.57,8,1.21
39,restaurante,0,Em1,NaN,NaN,NaN,NaN
39,hambruna,1,E,1.95,1.31,7.35,1.18
39,trastero,0,Em1,NaN,NaN,NaN,NaN
39,morgue,1,E,2.9,1.95,6.17,1.93
39,profesi�n,1,Em1,NaN,NaN,NaN,NaN
39,asesino,1,E,2.03,1.27,7.6,1.73
39,cultura,1,Em1,NaN,NaN,NaN,NaN
39,nazi,1,E,1.6,0.88,7.95,1.28
39,mu�eca,1,Em1,NaN,NaN,NaN,NaN
39,amputacion,1,E,2.1,1.17,7.1,1.45
39,eclipse,0,Em1,NaN,NaN,NaN,NaN
39,cancer,0,E,1.23,0.73,7.8,1.24
39,comunicaci�n,0,Em1,NaN,NaN,NaN,NaN
39,sida,1,E,1.45,0.69,7.35,1.46
40,pierna,0,Em1,NaN,NaN,NaN,NaN
40,amputacion,1,E,2.1,1.17,7.1,1.45
40,pasaporte,1,Em1,NaN,NaN,NaN,NaN
40,nazi,1,E,1.6,0.88,7.95,1.28
40,amanecer,1,Em1,NaN,NaN,NaN,NaN
40,cancer,0,E,1.23,0.73,7.8,1.24
40,almac�n,1,Em1,NaN,NaN,NaN,NaN
40,morgue,1,E,2.9,1.95,6.17,1.93
40,torre,0,Em1,NaN,NaN,NaN,NaN
40,suicida,0,E,2.15,1.39,7.65,1.04
40,vocaci�n,1,Em1,NaN,NaN,NaN,NaN
40,asesino,1,E,2.03,1.27,7.6,1.73
40,declaraci�n,1,Em1,NaN,NaN,NaN,NaN
40,violacion,0,E,1.18,0.5,8.13,1.11
40,concurrencia,1,Em1,NaN,NaN,NaN,NaN
40,masacre,1,E,1.3,0.57,6.9,2.15
40,trama,0,Em1,NaN,NaN,NaN,NaN
40,crimen,0,E,2.15,1.17,7.9,1.17
40,buffet,1,Em1,NaN,NaN,NaN,NaN
40,hambruna,1,E,1.95,1.31,7.35,1.18
40,filosof�a,0,Em1,NaN,NaN,NaN,NaN
40,tumor,1,E,1.33,0.69,7.45,1.05
40,campo,0,Em1,NaN,NaN,NaN,NaN
40,plaga,1,E,2.3,1.17,7,1.52
40,palma,1,Em1,NaN,NaN,NaN,NaN
40,sufrimiento,1,E,1.95,1.15,8.3,0.86
40,cine,1,Em1,NaN,NaN,NaN,NaN
40,ceguera,1,E,2.75,1.33,6.95,1.39
40,compa�ero,1,Em1,NaN,NaN,NaN,NaN
40,traidor,1,E,2.25,1.24,7.15,1.76
40,aire,0,Em1,NaN,NaN,NaN,NaN
40,asfixia,1,E,1.3,0.57,8,1.21
40,mensaje,1,Em1,NaN,NaN,NaN,NaN
40,sida,1,E,1.45,0.69,7.35,1.46
40,encuentro,0,Em1,NaN,NaN,NaN,NaN
40,terrorista,0,E,1.5,0.88,7.6,1.39
41,socio,1,Em1,NaN,NaN,NaN,NaN
41,traidor,1,E,2.25,1.24,7.15,1.76
41,comida,0,Em1,NaN,NaN,NaN,NaN
41,hambruna,1,E,1.95,1.31,7.35,1.18
41,fuente,0,Em1,NaN,NaN,NaN,NaN
41,sida,1,E,1.45,0.69,7.35,1.46
41,rascacielos,1,Em1,NaN,NaN,NaN,NaN
41,suicida,1,E,2.15,1.39,7.65,1.04
41,filosof�a,1,Em1,NaN,NaN,NaN,NaN
41,tumor,1,E,1.33,0.69,7.45,1.05
41,contable,0,Em1,NaN,NaN,NaN,NaN
41,asesino,0,E,2.03,1.27,7.6,1.73
41,concurrencia,1,Em1,NaN,NaN,NaN,NaN
41,masacre,1,E,1.3,0.57,6.9,2.15
41,observador,1,Em1,NaN,NaN,NaN,NaN
41,ceguera,0,E,2.75,1.33,6.95,1.39
41,trama,1,Em1,NaN,NaN,NaN,NaN
41,crimen,1,E,2.15,1.17,7.9,1.17
41,ambiente,0,Em1,NaN,NaN,NaN,NaN
41,plaga,0,E,2.3,1.17,7,1.52
41,codo,0,Em1,NaN,NaN,NaN,NaN
41,amputacion,1,E,2.1,1.17,7.1,1.45
41,amanecer,0,Em1,NaN,NaN,NaN,NaN
41,cancer,1,E,1.23,0.73,7.8,1.24
41,decisi�n,0,Em1,NaN,NaN,NaN,NaN
41,violacion,1,E,1.18,0.5,8.13,1.11
41,piel,1,Em1,NaN,NaN,NaN,NaN
41,sufrimiento,0,E,1.95,1.15,8.3,0.86
41,festival,0,Em1,NaN,NaN,NaN,NaN
41,terrorista,1,E,1.5,0.88,7.6,1.39
41,visitante,1,Em1,NaN,NaN,NaN,NaN
41,nazi,0,E,1.6,0.88,7.95,1.28
41,dep�sito,1,Em1,NaN,NaN,NaN,NaN
41,morgue,1,E,2.9,1.95,6.17,1.93
41,viento,0,Em1,NaN,NaN,NaN,NaN
41,asfixia,1,E,1.3,0.57,8,1.21
42,altura,1,Em1,NaN,NaN,NaN,NaN
42,suicida,1,E,2.15,1.39,7.65,1.04
42,teatro,1,Em1,NaN,NaN,NaN,NaN
42,terrorista,1,E,1.5,0.88,7.6,1.39
42,esplendor,0,Em1,NaN,NaN,NaN,NaN
42,cancer,1,E,1.23,0.73,7.8,1.24
42,cocina,0,Em1,NaN,NaN,NaN,NaN
42,hambruna,1,E,1.95,1.31,7.35,1.18
42,transferencia,1,Em1,NaN,NaN,NaN,NaN
42,sida,1,E,1.45,0.69,7.35,1.46
42,congregaci�n,1,Em1,NaN,NaN,NaN,NaN
42,masacre,1,E,1.3,0.57,6.9,2.15
42,escena,0,Em1,NaN,NaN,NaN,NaN
42,ceguera,1,E,2.75,1.33,6.95,1.39
42,originario,1,Em1,NaN,NaN,NaN,NaN
42,nazi,1,E,1.6,0.88,7.95,1.28
42,cadera,0,Em1,NaN,NaN,NaN,NaN
42,amputacion,1,E,2.1,1.17,7.1,1.45
42,biograf�a,0,Em1,NaN,NaN,NaN,NaN
42,crimen,1,E,2.15,1.17,7.9,1.17
42,consenso,0,Em1,NaN,NaN,NaN,NaN
42,violacion,0,E,1.18,0.5,8.13,1.11
42,ambiente,0,Em1,NaN,NaN,NaN,NaN
42,plaga,0,E,2.3,1.17,7,1.52
42,tipo,1,Em1,NaN,NaN,NaN,NaN
42,traidor,0,E,2.25,1.24,7.15,1.76
42,cuerpo,1,Em1,NaN,NaN,NaN,NaN
42,sufrimiento,1,E,1.95,1.15,8.3,0.86
42,caja,0,Em1,NaN,NaN,NaN,NaN
42,morgue,1,E,2.9,1.95,6.17,1.93
42,nariz,1,Em1,NaN,NaN,NaN,NaN
42,asfixia,1,E,1.3,0.57,8,1.21
42,banquero,0,Em1,NaN,NaN,NaN,NaN
42,asesino,0,E,2.03,1.27,7.6,1.73
42,cerebro,1,Em1,NaN,NaN,NaN,NaN
42,tumor,1,E,1.33,0.69,7.45,1.05
43,idioma,0,Em1,NaN,NaN,NaN,NaN
43,nazi,1,E,1.6,0.88,7.95,1.28
43,banquero,1,Em1,NaN,NaN,NaN,NaN
43,asesino,0,E,2.03,1.27,7.6,1.73
43,aire,1,Em1,NaN,NaN,NaN,NaN
43,asfixia,1,E,1.3,0.57,8,1.21
43,ba�l,1,Em1,NaN,NaN,NaN,NaN
43,morgue,1,E,2.9,1.95,6.17,1.93
43,consenso,1,Em1,NaN,NaN,NaN,NaN
43,violacion,1,E,1.18,0.5,8.13,1.11
43,dedo,0,Em1,NaN,NaN,NaN,NaN
43,sufrimiento,0,E,1.95,1.15,8.3,0.86
43,altura,1,Em1,NaN,NaN,NaN,NaN
43,suicida,1,E,2.15,1.39,7.65,1.04
43,trama,1,Em1,NaN,NaN,NaN,NaN
43,crimen,1,E,2.15,1.17,7.9,1.17
43,�ptica,0,Em1,NaN,NaN,NaN,NaN
43,ceguera,0,E,2.75,1.33,6.95,1.39
43,muslo,0,Em1,NaN,NaN,NaN,NaN
43,amputacion,1,E,2.1,1.17,7.1,1.45
43,tr�fico,0,Em1,NaN,NaN,NaN,NaN
43,terrorista,1,E,1.5,0.88,7.6,1.39
43,mujer,0,Em1,NaN,NaN,NaN,NaN
43,traidor,1,E,2.25,1.24,7.15,1.76
43,comunidad,1,Em1,NaN,NaN,NaN,NaN
43,masacre,1,E,1.3,0.57,6.9,2.15
43,sol�rium,0,Em1,NaN,NaN,NaN,NaN
43,cancer,0,E,1.23,0.73,7.8,1.24
43,raz�n,0,Em1,NaN,NaN,NaN,NaN
43,tumor,1,E,1.33,0.69,7.45,1.05
43,cena,1,Em1,NaN,NaN,NaN,NaN
43,hambruna,0,E,1.95,1.31,7.35,1.18
43,universo,0,Em1,NaN,NaN,NaN,NaN
43,plaga,0,E,2.3,1.17,7,1.52
44,brazo,0,Em1,NaN,NaN,NaN,NaN
44,amputacion,0,E,2.1,1.17,7.1,1.45
44,despensa,0,Em1,NaN,NaN,NaN,NaN
44,hambruna,1,E,1.95,1.31,7.35,1.18
44,colega,0,Em1,NaN,NaN,NaN,NaN
44,traidor,1,E,2.25,1.24,7.15,1.76
44,pensamiento,1,Em1,NaN,NaN,NaN,NaN
44,tumor,0,E,1.33,0.69,7.45,1.05
44,destello,0,Em1,NaN,NaN,NaN,NaN
44,cancer,0,E,1.23,0.73,7.8,1.24
44,metro,1,Em1,NaN,NaN,NaN,NaN
44,terrorista,1,E,1.5,0.88,7.6,1.39
44,aire,0,Em1,NaN,NaN,NaN,NaN
44,asfixia,1,E,1.3,0.57,8,1.21
44,vista,0,Em1,NaN,NaN,NaN,NaN
44,ceguera,0,E,2.75,1.33,6.95,1.39
44,contenedor,0,Em1,NaN,NaN,NaN,NaN
44,morgue,0,E,2.9,1.95,6.17,1.93
44,planeta,1,Em1,NaN,NaN,NaN,NaN
44,plaga,0,E,2.3,1.17,7,1.52
44,sensaci�n,0,Em1,NaN,NaN,NaN,NaN
44,sufrimiento,0,E,1.95,1.15,8.3,0.86
44,ley,0,Em1,NaN,NaN,NaN,NaN
44,violacion,0,E,1.18,0.5,8.13,1.11
44,torre,0,Em1,NaN,NaN,NaN,NaN
44,suicida,0,E,2.15,1.39,7.65,1.04
44,novela,1,Em1,NaN,NaN,NaN,NaN
44,crimen,0,E,2.15,1.17,7.9,1.17
44,gente,0,Em1,NaN,NaN,NaN,NaN
44,masacre,0,E,1.3,0.57,6.9,2.15
44,originario,0,Em1,NaN,NaN,NaN,NaN
44,nazi,1,E,1.6,0.88,7.95,1.28
44,fuente,1,Em1,NaN,NaN,NaN,NaN
44,sida,1,E,1.45,0.69,7.35,1.46
44,profesi�n,1,Em1,NaN,NaN,NaN,NaN
44,asesino,1,E,2.03,1.27,7.6,1.73
45,fuente,0,Em1,NaN,NaN,NaN,NaN
45,sida,1,E,1.45,0.69,7.35,1.46
45,balc�n,1,Em1,NaN,NaN,NaN,NaN
45,suicida,1,E,2.15,1.39,7.65,1.04
45,editor,0,Em1,NaN,NaN,NaN,NaN
45,crimen,0,E,2.15,1.17,7.9,1.17
45,sopa,0,Em1,NaN,NaN,NaN,NaN
45,hambruna,0,E,1.95,1.31,7.35,1.18
45,actor,0,Em1,NaN,NaN,NaN,NaN
45,asesino,1,E,2.03,1.27,7.6,1.73
45,paisaje,0,Em1,NaN,NaN,NaN,NaN
45,plaga,1,E,2.3,1.17,7,1.52
45,vibraci�n,0,Em1,NaN,NaN,NaN,NaN
45,sufrimiento,0,E,1.95,1.15,8.3,0.86
45,ser,0,Em1,NaN,NaN,NaN,NaN
45,traidor,0,E,2.25,1.24,7.15,1.76
45,cerebro,1,Em1,NaN,NaN,NaN,NaN
45,tumor,1,E,1.33,0.69,7.45,1.05
45,inhalaci�n,0,Em1,NaN,NaN,NaN,NaN
45,asfixia,1,E,1.3,0.57,8,1.21
45,cine,1,Em1,NaN,NaN,NaN,NaN
45,ceguera,1,E,2.75,1.33,6.95,1.39
45,estaci�n,1,Em1,NaN,NaN,NaN,NaN
45,terrorista,0,E,1.5,0.88,7.6,1.39
45,contrato,0,Em1,NaN,NaN,NaN,NaN
45,violacion,1,E,1.18,0.5,8.13,1.11
45,natal,0,Em1,NaN,NaN,NaN,NaN
45,nazi,1,E,1.6,0.88,7.95,1.28
45,armario,0,Em1,NaN,NaN,NaN,NaN
45,morgue,1,E,2.9,1.95,6.17,1.93
45,congreso,1,Em1,NaN,NaN,NaN,NaN
45,masacre,1,E,1.3,0.57,6.9,2.15
45,pantorrilla,0,Em1,NaN,NaN,NaN,NaN
45,amputacion,1,E,2.1,1.17,7.1,1.45
45,chispa,0,Em1,NaN,NaN,NaN,NaN
45,cancer,1,E,1.23,0.73,7.8,1.24
46,fotograf�a,0,Em1,NaN,NaN,NaN,NaN
46,ceguera,1,E,2.75,1.33,6.95,1.39
46,despensa,0,Em1,NaN,NaN,NaN,NaN
46,hambruna,0,E,1.95,1.31,7.35,1.18
46,dialogo,0,Em1,NaN,NaN,NaN,NaN
46,masacre,0,E,1.3,0.57,6.9,2.15
46,receptor,1,Em1,NaN,NaN,NaN,NaN
46,sida,1,E,1.45,0.69,7.35,1.46
46,textura,1,Em1,NaN,NaN,NaN,NaN
46,sufrimiento,0,E,1.95,1.15,8.3,0.86
46,andamio,0,Em1,NaN,NaN,NaN,NaN
46,suicida,1,E,2.15,1.39,7.65,1.04
46,trabajo,1,Em1,NaN,NaN,NaN,NaN
46,asesino,1,E,2.03,1.27,7.6,1.73
46,raz�n,0,Em1,NaN,NaN,NaN,NaN
46,tumor,1,E,1.33,0.69,7.45,1.05
46,ficci�n,0,Em1,NaN,NaN,NaN,NaN
46,crimen,1,E,2.15,1.17,7.9,1.17
46,extremidad,1,Em1,NaN,NaN,NaN,NaN
46,amputacion,1,E,2.1,1.17,7.1,1.45
46,envase,0,Em1,NaN,NaN,NaN,NaN
46,morgue,0,E,2.9,1.95,6.17,1.93
46,mujer,1,Em1,NaN,NaN,NaN,NaN
46,traidor,1,E,2.25,1.24,7.15,1.76
46,tr�fico,1,Em1,NaN,NaN,NaN,NaN
46,terrorista,0,E,1.5,0.88,7.6,1.39
46,instrucci�n,0,Em1,NaN,NaN,NaN,NaN
46,violacion,0,E,1.18,0.5,8.13,1.11
46,pulm�n,1,Em1,NaN,NaN,NaN,NaN
46,asfixia,1,E,1.3,0.57,8,1.21
46,cultura,1,Em1,NaN,NaN,NaN,NaN
46,nazi,1,E,1.6,0.88,7.95,1.28
46,campo,0,Em1,NaN,NaN,NaN,NaN
46,plaga,0,E,2.3,1.17,7,1.52
47,intercambio,0,Em1,NaN,NaN,NaN,NaN
47,sida,1,E,1.45,0.69,7.35,1.46
47,piel,0,Em1,NaN,NaN,NaN,NaN
47,sufrimiento,0,E,1.95,1.15,8.3,0.86
47,mente,1,Em1,NaN,NaN,NaN,NaN
47,tumor,0,E,1.33,0.69,7.45,1.05
47,consigna,0,Em1,NaN,NaN,NaN,NaN
47,morgue,1,E,2.9,1.95,6.17,1.93
47,extremidad,1,Em1,NaN,NaN,NaN,NaN
47,amputacion,1,E,2.1,1.17,7.1,1.45
47,pasajero,1,Em1,NaN,NaN,NaN,NaN
47,terrorista,1,E,1.5,0.88,7.6,1.39
47,pasaporte,1,Em1,NaN,NaN,NaN,NaN
47,nazi,1,E,1.6,0.88,7.95,1.28
47,ocupaci�n,0,Em1,NaN,NaN,NaN,NaN
47,asesino,0,E,2.03,1.27,7.6,1.73
47,paisaje,0,Em1,NaN,NaN,NaN,NaN
47,plaga,0,E,2.3,1.17,7,1.52
47,decisi�n,0,Em1,NaN,NaN,NaN,NaN
47,violacion,1,E,1.18,0.5,8.13,1.11
47,chispa,0,Em1,NaN,NaN,NaN,NaN
47,cancer,1,E,1.23,0.73,7.8,1.24
47,ventilaci�n,1,Em1,NaN,NaN,NaN,NaN
47,asfixia,1,E,1.3,0.57,8,1.21
47,desayuno,1,Em1,NaN,NaN,NaN,NaN
47,hambruna,1,E,1.95,1.31,7.35,1.18
47,novela,1,Em1,NaN,NaN,NaN,NaN
47,crimen,1,E,2.15,1.17,7.9,1.17
47,panorama,1,Em1,NaN,NaN,NaN,NaN
47,ceguera,1,E,2.75,1.33,6.95,1.39
47,torre,0,Em1,NaN,NaN,NaN,NaN
47,suicida,1,E,2.15,1.39,7.65,1.04
47,relaci�n,0,Em1,NaN,NaN,NaN,NaN
47,traidor,0,E,2.25,1.24,7.15,1.76
47,grupo,1,Em1,NaN,NaN,NaN,NaN
47,masacre,1,E,1.3,0.57,6.9,2.15
48,ambiente,0,Em1,NaN,NaN,NaN,NaN
48,plaga,0,E,2.3,1.17,7,1.52
48,inmigraci�n,0,Em1,NaN,NaN,NaN,NaN
48,nazi,0,E,1.6,0.88,7.95,1.28
48,panorama,0,Em1,NaN,NaN,NaN,NaN
