subject,word,recall,wordposition,valencemean,valencesd,arousalmean,arousalsd
62,extranjero,1,Em1,NaN,NaN,NaN,NaN
62,nazi,0,E,1.6,0.88,7.95,1.28
62,cadera,0,Em1,NaN,NaN,NaN,NaN
62,amputacion,0,E,2.1,1.17,7.1,1.45
62,neurona,1,Em1,NaN,NaN,NaN,NaN
62,tumor,1,E,1.33,0.69,7.45,1.05
62,texto,0,Em1,NaN,NaN,NaN,NaN
62,crimen,0,E,2.15,1.17,7.9,1.17
62,ojo,0,Em1,NaN,NaN,NaN,NaN
62,ceguera,0,E,2.75,1.33,6.95,1.39
62,estrella,0,Em1,NaN,NaN,NaN,NaN
62,cancer,0,E,1.23,0.73,7.8,1.24
62,merienda,0,Em1,NaN,NaN,NaN,NaN
62,hambruna,0,E,1.95,1.31,7.35,1.18
62,aeropuerto,1,Em1,NaN,NaN,NaN,NaN
62,terrorista,1,E,1.5,0.88,7.6,1.39
62,socio,0,Em1,NaN,NaN,NaN,NaN
62,traidor,1,E,2.25,1.24,7.15,1.76
62,dialogo,0,Em1,NaN,NaN,NaN,NaN
62,masacre,0,E,1.3,0.57,6.9,2.15
63,libro,0,Em1,NaN,NaN,NaN,NaN
63,crimen,0,E,2.15,1.17,7.9,1.17
63,cr�neo,1,Em1,NaN,NaN,NaN,NaN
63,tumor,0,E,1.33,0.69,7.45,1.05
63,lugare�o,0,Em1,NaN,NaN,NaN,NaN
63,nazi,1,E,1.6,0.88,7.95,1.28
63,ingeniero,0,Em1,NaN,NaN,NaN,NaN
63,asesino,1,E,2.03,1.27,7.6,1.73
63,video,0,Em1,NaN,NaN,NaN,NaN
63,ceguera,1,E,2.75,1.33,6.95,1.39
63,mensaje,0,Em1,NaN,NaN,NaN,NaN
63,sida,0,E,1.45,0.69,7.35,1.46
63,cuerpo,0,Em1,NaN,NaN,NaN,NaN
63,sufrimiento,0,E,1.95,1.15,8.3,0.86
63,boca,1,Em1,NaN,NaN,NaN,NaN
63,asfixia,1,E,1.3,0.57,8,1.21
63,amanecer,1,Em1,NaN,NaN,NaN,NaN
63,cancer,1,E,1.23,0.73,7.8,1.24
63,articulaci�n,1,Em1,NaN,NaN,NaN,NaN
63,amputacion,1,E,2.1,1.17,7.1,1.45
63,relaci�n,1,Em1,NaN,NaN,NaN,NaN
63,traidor,1,E,2.25,1.24,7.15,1.76
63,edificio,1,Em1,NaN,NaN,NaN,NaN
63,suicida,1,E,2.15,1.39,7.65,1.04
63,instrucci�n,0,Em1,NaN,NaN,NaN,NaN
63,violacion,0,E,1.18,0.5,8.13,1.11
63,evoluci�n,1,Em1,NaN,NaN,NaN,NaN
63,plaga,0,E,2.3,1.17,7,1.52
63,trastero,1,Em1,NaN,NaN,NaN,NaN
63,morgue,1,E,2.9,1.95,6.17,1.93
63,pasajero,1,Em1,NaN,NaN,NaN,NaN
63,terrorista,1,E,1.5,0.88,7.6,1.39
63,congregaci�n,0,Em1,NaN,NaN,NaN,NaN
63,masacre,0,E,1.3,0.57,6.9,2.15
64,textura,0,Em1,NaN,NaN,NaN,NaN
64,sufrimiento,0,E,1.95,1.15,8.3,0.86
64,colega,0,Em1,NaN,NaN,NaN,NaN
64,traidor,1,E,2.25,1.24,7.15,1.76
64,oxigeno,1,Em1,NaN,NaN,NaN,NaN
64,asfixia,1,E,1.3,0.57,8,1.21
64,ventana,1,Em1,NaN,NaN,NaN,NaN
64,suicida,0,E,2.15,1.39,7.65,1.04
64,energ�a,1,Em1,NaN,NaN,NaN,NaN
64,cancer,1,E,1.23,0.73,7.8,1.24
64,humanidad,1,Em1,NaN,NaN,NaN,NaN
64,plaga,1,E,2.3,1.17,7,1.52
64,fuente,1,Em1,NaN,NaN,NaN,NaN
64,sida,1,E,1.45,0.69,7.35,1.46
64,patriotismo,1,Em1,NaN,NaN,NaN,NaN
64,nazi,1,E,1.6,0.88,7.95,1.28
64,autor,1,Em1,NaN,NaN,NaN,NaN
64,crimen,1,E,2.15,1.17,7.9,1.17
64,cine,0,Em1,NaN,NaN,NaN,NaN
64,ceguera,0,E,2.75,1.33,6.95,1.39
64,trabajo,1,Em1,NaN,NaN,NaN,NaN
64,asesino,1,E,2.03,1.27,7.6,1.73
64,resoluci�n,0,Em1,NaN,NaN,NaN,NaN
64,violacion,1,E,1.18,0.5,8.13,1.11
64,desayuno,0,Em1,NaN,NaN,NaN,NaN
64,hambruna,1,E,1.95,1.31,7.35,1.18
64,teatro,0,Em1,NaN,NaN,NaN,NaN
64,terrorista,1,E,1.5,0.88,7.6,1.39
64,consigna,1,Em1,NaN,NaN,NaN,NaN
64,morgue,1,E,2.9,1.95,6.17,1.93
64,pensamiento,1,Em1,NaN,NaN,NaN,NaN
64,tumor,0,E,1.33,0.69,7.45,1.05
64,reuni�n,0,Em1,NaN,NaN,NaN,NaN
64,masacre,1,E,1.3,0.57,6.9,2.15
65,editor,1,Em1,NaN,NaN,NaN,NaN
65,crimen,0,E,2.15,1.17,7.9,1.17
65,boca,0,Em1,NaN,NaN,NaN,NaN
65,asfixia,0,E,1.3,0.57,8,1.21
65,inmigraci�n,0,Em1,NaN,NaN,NaN,NaN
65,nazi,1,E,1.6,0.88,7.95,1.28
65,ambiente,0,Em1,NaN,NaN,NaN,NaN
65,plaga,0,E,2.3,1.17,7,1.52
65,congreso,0,Em1,NaN,NaN,NaN,NaN
65,masacre,0,E,1.3,0.57,6.9,2.15
65,dama,1,Em1,NaN,NaN,NaN,NaN
65,traidor,1,E,2.25,1.24,7.15,1.76
65,panorama,0,Em1,NaN,NaN,NaN,NaN
65,ceguera,1,E,2.75,1.33,6.95,1.39
65,concierto,1,Em1,NaN,NaN,NaN,NaN
65,terrorista,1,E,1.5,0.88,7.6,1.39
65,muslo,1,Em1,NaN,NaN,NaN,NaN
65,amputacion,1,E,2.1,1.17,7.1,1.45
65,alimento,1,Em1,NaN,NaN,NaN,NaN
65,hambruna,1,E,1.95,1.31,7.35,1.18
65,bote,1,Em1,NaN,NaN,NaN,NaN
65,morgue,1,E,2.9,1.95,6.17,1.93
65,legislaci�n,1,Em1,NaN,NaN,NaN,NaN
65,violacion,1,E,1.18,0.5,8.13,1.11
65,abogado,1,Em1,NaN,NaN,NaN,NaN
65,asesino,0,E,2.03,1.27,7.6,1.73
65,tejado,1,Em1,NaN,NaN,NaN,NaN
65,suicida,1,E,2.15,1.39,7.65,1.04
65,terciopelo,0,Em1,NaN,NaN,NaN,NaN
65,sufrimiento,0,E,1.95,1.15,8.3,0.86
65,creatividad,0,Em1,NaN,NaN,NaN,NaN
65,tumor,1,E,1.33,0.69,7.45,1.05
65,chispa,0,Em1,NaN,NaN,NaN,NaN
65,cancer,0,E,1.23,0.73,7.8,1.24
66,pasajero,0,Em1,NaN,NaN,NaN,NaN
66,terrorista,0,E,1.5,0.88,7.6,1.39
66,hombro,0,Em1,NaN,NaN,NaN,NaN
66,amputacion,0,E,2.1,1.17,7.1,1.45
66,destello,0,Em1,NaN,NaN,NaN,NaN
66,cancer,1,E,1.23,0.73,7.8,1.24
66,ser,0,Em1,NaN,NaN,NaN,NaN
66,traidor,0,E,2.25,1.24,7.15,1.76
66,ingeniero,0,Em1,NaN,NaN,NaN,NaN
66,asesino,0,E,2.03,1.27,7.6,1.73
66,ojeada,1,Em1,NaN,NaN,NaN,NaN
66,ceguera,1,E,2.75,1.33,6.95,1.39
66,nervio,0,Em1,NaN,NaN,NaN,NaN
66,sufrimiento,0,E,1.95,1.15,8.3,0.86
66,pauta,0,Em1,NaN,NaN,NaN,NaN
66,violacion,1,E,1.18,0.5,8.13,1.11
66,asamblea,1,Em1,NaN,NaN,NaN,NaN
66,masacre,1,E,1.3,0.57,6.9,2.15
66,universo,1,Em1,NaN,NaN,NaN,NaN
66,plaga,0,E,2.3,1.17,7,1.52
66,pensamiento,1,Em1,NaN,NaN,NaN,NaN
66,tumor,1,E,1.33,0.69,7.45,1.05
66,fuente,0,Em1,NaN,NaN,NaN,NaN
66,sida,0,E,1.45,0.69,7.35,1.46
66,torre,0,Em1,NaN,NaN,NaN,NaN
66,suicida,1,E,2.15,1.39,7.65,1.04
66,nevera,1,Em1,NaN,NaN,NaN,NaN
66,morgue,1,E,2.9,1.95,6.17,1.93
66,bocata,1,Em1,NaN,NaN,NaN,NaN
66,hambruna,0,E,1.95,1.31,7.35,1.18
66,ventilaci�n,0,Em1,NaN,NaN,NaN,NaN
66,asfixia,1,E,1.3,0.57,8,1.21
66,historia,0,Em1,NaN,NaN,NaN,NaN
66,crimen,0,E,2.15,1.17,7.9,1.17
66,lugare�o,0,Em1,NaN,NaN,NaN,NaN
66,nazi,0,E,1.6,0.88,7.95,1.28
67,extremidad,1,Em1,NaN,NaN,NaN,NaN
67,amputacion,1,E,2.1,1.17,7.1,1.45
67,estaci�n,1,Em1,NaN,NaN,NaN,NaN
67,terrorista,1,E,1.5,0.88,7.6,1.39
67,video,0,Em1,NaN,NaN,NaN,NaN
67,ceguera,0,E,2.75,1.33,6.95,1.39
67,sensibilidad,0,Em1,NaN,NaN,NaN,NaN
67,sufrimiento,0,E,1.95,1.15,8.3,0.86
67,decisi�n,0,Em1,NaN,NaN,NaN,NaN
67,violacion,0,E,1.18,0.5,8.13,1.11
67,evoluci�n,0,Em1,NaN,NaN,NaN,NaN
67,plaga,1,E,2.3,1.17,7,1.52
67,trastero,0,Em1,NaN,NaN,NaN,NaN
67,morgue,1,E,2.9,1.95,6.17,1.93
67,socio,0,Em1,NaN,NaN,NaN,NaN
67,traidor,1,E,2.25,1.24,7.15,1.76
67,grupo,0,Em1,NaN,NaN,NaN,NaN
67,masacre,1,E,1.3,0.57,6.9,2.15
67,tejado,1,Em1,NaN,NaN,NaN,NaN
67,suicida,1,E,2.15,1.39,7.65,1.04
67,ocupaci�n,0,Em1,NaN,NaN,NaN,NaN
67,asesino,0,E,2.03,1.27,7.6,1.73
67,luminoso,0,Em1,NaN,NaN,NaN,NaN
67,cancer,1,E,1.23,0.73,7.8,1.24
67,imaginaci�n,1,Em1,NaN,NaN,NaN,NaN
67,tumor,0,E,1.33,0.69,7.45,1.05
67,bocata,0,Em1,NaN,NaN,NaN,NaN
67,hambruna,0,E,1.95,1.31,7.35,1.18
67,libro,1,Em1,NaN,NaN,NaN,NaN
67,crimen,1,E,2.15,1.17,7.9,1.17
67,pulm�n,0,Em1,NaN,NaN,NaN,NaN
67,asfixia,1,E,1.3,0.57,8,1.21
67,lugare�o,1,Em1,NaN,NaN,NaN,NaN
67,nazi,1,E,1.6,0.88,7.95,1.28
67,correo,0,Em1,NaN,NaN,NaN,NaN
67,sida,1,E,1.45,0.69,7.35,1.46
68,inteligencia,0,Em1,NaN,NaN,NaN,NaN
68,tumor,0,E,1.33,0.69,7.45,1.05
68,profesi�n,0,Em1,NaN,NaN,NaN,NaN
68,asesino,1,E,2.03,1.27,7.6,1.73
68,mujer,0,Em1,NaN,NaN,NaN,NaN
68,traidor,1,E,2.25,1.24,7.15,1.76
68,legislaci�n,0,Em1,NaN,NaN,NaN,NaN
68,violacion,0,E,1.18,0.5,8.13,1.11
68,reflectante,1,Em1,NaN,NaN,NaN,NaN
68,cancer,1,E,1.23,0.73,7.8,1.24
68,texto,0,Em1,NaN,NaN,NaN,NaN
68,crimen,1,E,2.15,1.17,7.9,1.17
68,atm�sfera,0,Em1,NaN,NaN,NaN,NaN
68,plaga,0,E,2.3,1.17,7,1.52
68,contacto,1,Em1,NaN,NaN,NaN,NaN
68,sufrimiento,1,E,1.95,1.15,8.3,0.86
68,cocinero,1,Em1,NaN,NaN,NaN,NaN
68,hambruna,1,E,1.95,1.31,7.35,1.18
68,mu�eca,1,Em1,NaN,NaN,NaN,NaN
68,amputacion,1,E,2.1,1.17,7.1,1.45
68,visi�n,1,Em1,NaN,NaN,NaN,NaN
68,ceguera,0,E,2.75,1.33,6.95,1.39
68,vapor,0,Em1,NaN,NaN,NaN,NaN
68,asfixia,1,E,1.3,0.57,8,1.21
68,visitante,0,Em1,NaN,NaN,NaN,NaN
68,nazi,1,E,1.6,0.88,7.95,1.28
68,pasajero,1,Em1,NaN,NaN,NaN,NaN
68,terrorista,1,E,1.5,0.88,7.6,1.39
68,consigna,1,Em1,NaN,NaN,NaN,NaN
68,morgue,0,E,2.9,1.95,6.17,1.93
68,rascacielos,1,Em1,NaN,NaN,NaN,NaN
68,suicida,1,E,2.15,1.39,7.65,1.04
68,transacci�n,1,Em1,NaN,NaN,NaN,NaN
68,sida,1,E,1.45,0.69,7.35,1.46
69,aprendiz,0,Em1,NaN,NaN,NaN,NaN
69,asesino,0,E,2.03,1.27,7.6,1.73
69,cerebro,1,Em1,NaN,NaN,NaN,NaN
69,tumor,1,E,1.33,0.69,7.45,1.05
69,branquias,1,Em1,NaN,NaN,NaN,NaN
69,asfixia,0,E,1.3,0.57,8,1.21
69,brazo,0,Em1,NaN,NaN,NaN,NaN
69,amputacion,1,E,2.1,1.17,7.1,1.45
69,chispa,1,Em1,NaN,NaN,NaN,NaN
69,cancer,1,E,1.23,0.73,7.8,1.24
69,naturaleza,1,Em1,NaN,NaN,NaN,NaN
69,plaga,1,E,2.3,1.17,7,1.52
69,sujeto,1,Em1,NaN,NaN,NaN,NaN
69,traidor,1,E,2.25,1.24,7.15,1.76
69,instrucci�n,0,Em1,NaN,NaN,NaN,NaN
69,violacion,1,E,1.18,0.5,8.13,1.11
69,ba�l,0,Em1,NaN,NaN,NaN,NaN
69,morgue,1,E,2.9,1.95,6.17,1.93
69,alimento,1,Em1,NaN,NaN,NaN,NaN
69,hambruna,1,E,1.95,1.31,7.35,1.18
69,tejado,0,Em1,NaN,NaN,NaN,NaN
69,suicida,1,E,2.15,1.39,7.65,1.04
69,visitante,1,Em1,NaN,NaN,NaN,NaN
69,nazi,1,E,1.6,0.88,7.95,1.28
69,sensibilidad,0,Em1,NaN,NaN,NaN,NaN
69,sufrimiento,0,E,1.95,1.15,8.3,0.86
69,video,0,Em1,NaN,NaN,NaN,NaN
69,ceguera,0,E,2.75,1.33,6.95,1.39
69,avi�n,1,Em1,NaN,NaN,NaN,NaN
69,terrorista,1,E,1.5,0.88,7.6,1.39
69,transacci�n,1,Em1,NaN,NaN,NaN,NaN
69,sida,1,E,1.45,0.69,7.35,1.46
69,invitados,0,Em1,NaN,NaN,NaN,NaN
69,masacre,1,E,1.3,0.57,6.9,2.15
69,trama,1,Em1,NaN,NaN,NaN,NaN
69,crimen,1,E,2.15,1.17,7.9,1.17
70,atm�sfera,1,Em1,NaN,NaN,NaN,NaN
70,plaga,0,E,2.3,1.17,7,1.52
70,invitados,0,Em1,NaN,NaN,NaN,NaN
70,masacre,0,E,1.3,0.57,6.9,2.15
70,patriotismo,1,Em1,NaN,NaN,NaN,NaN
70,nazi,1,E,1.6,0.88,7.95,1.28
70,nevera,0,Em1,NaN,NaN,NaN,NaN
70,morgue,1,E,2.9,1.95,6.17,1.93
70,p�blico,1,Em1,NaN,NaN,NaN,NaN
70,terrorista,1,E,1.5,0.88,7.6,1.39
70,cr�neo,1,Em1,NaN,NaN,NaN,NaN
70,tumor,0,E,1.33,0.69,7.45,1.05
70,sol�rium,0,Em1,NaN,NaN,NaN,NaN
70,cancer,0,E,1.23,0.73,7.8,1.24
70,persona,0,Em1,NaN,NaN,NaN,NaN
70,traidor,1,E,2.25,1.24,7.15,1.76
70,nudillo,1,Em1,NaN,NaN,NaN,NaN
70,amputacion,0,E,2.1,1.17,7.1,1.45
70,andamio,0,Em1,NaN,NaN,NaN,NaN
70,suicida,0,E,2.15,1.39,7.65,1.04
70,contrato,1,Em1,NaN,NaN,NaN,NaN
70,violacion,1,E,1.18,0.5,8.13,1.11
70,escena,0,Em1,NaN,NaN,NaN,NaN
70,ceguera,1,E,2.75,1.33,6.95,1.39
70,brisa,1,Em1,NaN,NaN,NaN,NaN
70,asfixia,1,E,1.3,0.57,8,1.21
70,abogado,1,Em1,NaN,NaN,NaN,NaN
70,asesino,1,E,2.03,1.27,7.6,1.73
70,restaurante,0,Em1,NaN,NaN,NaN,NaN
70,hambruna,0,E,1.95,1.31,7.35,1.18
70,capitulo,0,Em1,NaN,NaN,NaN,NaN
70,crimen,0,E,2.15,1.17,7.9,1.17
70,cuerpo,0,Em1,NaN,NaN,NaN,NaN
70,sufrimiento,0,E,1.95,1.15,8.3,0.86
70,mensaje,1,Em1,NaN,NaN,NaN,NaN
70,sida,1,E,1.45,0.69,7.35,1.46
71,colega,0,Em1,NaN,NaN,NaN,NaN
71,traidor,0,E,2.25,1.24,7.15,1.76
71,ocupaci�n,0,Em1,NaN,NaN,NaN,NaN
71,asesino,1,E,2.03,1.27,7.6,1.73
71,dialogo,1,Em1,NaN,NaN,NaN,NaN
71,masacre,1,E,1.3,0.57,6.9,2.15
71,caj�n,0,Em1,NaN,NaN,NaN,NaN
71,morgue,0,E,2.9,1.95,6.17,1.93
71,cr�neo,0,Em1,NaN,NaN,NaN,NaN
71,tumor,1,E,1.33,0.69,7.45,1.05
71,despensa,0,Em1,NaN,NaN,NaN,NaN
71,hambruna,1,E,1.95,1.31,7.35,1.18
71,pasaporte,1,Em1,NaN,NaN,NaN,NaN
71,nazi,0,E,1.6,0.88,7.95,1.28
71,mensaje,0,Em1,NaN,NaN,NaN,NaN
71,sida,1,E,1.45,0.69,7.35,1.46
71,declaraci�n,0,Em1,NaN,NaN,NaN,NaN
71,violacion,0,E,1.18,0.5,8.13,1.11
71,aire,1,Em1,NaN,NaN,NaN,NaN
71,asfixia,1,E,1.3,0.57,8,1.21
71,altillo,0,Em1,NaN,NaN,NaN,NaN
71,suicida,1,E,2.15,1.39,7.65,1.04
71,fotograf�a,1,Em1,NaN,NaN,NaN,NaN
71,ceguera,0,E,2.75,1.33,6.95,1.39
71,historia,0,Em1,NaN,NaN,NaN,NaN
71,crimen,1,E,2.15,1.17,7.9,1.17
71,terciopelo,1,Em1,NaN,NaN,NaN,NaN
71,sufrimiento,0,E,1.95,1.15,8.3,0.86
71,metro,1,Em1,NaN,NaN,NaN,NaN
71,terrorista,0,E,1.5,0.88,7.6,1.39
71,hombro,0,Em1,NaN,NaN,NaN,NaN
71,amputacion,1,E,2.1,1.17,7.1,1.45
71,crecimiento,0,Em1,NaN,NaN,NaN,NaN
71,plaga,1,E,2.3,1.17,7,1.52
71,sol�rium,0,Em1,NaN,NaN,NaN,NaN
71,cancer,1,E,1.23,0.73,7.8,1.24
72,tr�fico,0,Em1,NaN,NaN,NaN,NaN
72,terrorista,0,E,1.5,0.88,7.6,1.39
72,pierna,0,Em1,NaN,NaN,NaN,NaN
72,amputacion,0,E,2.1,1.17,7.1,1.45
72,ficci�n,1,Em1,NaN,NaN,NaN,NaN
72,crimen,0,E,2.15,1.17,7.9,1.17
72,vida,0,Em1,NaN,NaN,NaN,NaN
72,plaga,1,E,2.3,1.17,7,1.52
72,socio,0,Em1,NaN,NaN,NaN,NaN
72,traidor,1,E,2.25,1.24,7.15,1.76
72,visado,1,Em1,NaN,NaN,NaN,NaN
72,nazi,1,E,1.6,0.88,7.95,1.28
72,caj�n,0,Em1,NaN,NaN,NaN,NaN
72,morgue,0,E,2.9,1.95,6.17,1.93
72,d�a,0,Em1,NaN,NaN,NaN,NaN
72,cancer,0,E,1.23,0.73,7.8,1.24
72,decisi�n,0,Em1,NaN,NaN,NaN,NaN
72,violacion,1,E,1.18,0.5,8.13,1.11
72,palma,1,Em1,NaN,NaN,NaN,NaN
72,sufrimiento,0,E,1.95,1.15,8.3,0.86
72,fotograf�a,0,Em1,NaN,NaN,NaN,NaN
72,ceguera,0,E,2.75,1.33,6.95,1.39
72,cerebro,1,Em1,NaN,NaN,NaN,NaN
72,tumor,1,E,1.33,0.69,7.45,1.05
72,correo,1,Em1,NaN,NaN,NaN,NaN
72,sida,1,E,1.45,0.69,7.35,1.46
72,oxigeno,0,Em1,NaN,NaN,NaN,NaN
72,asfixia,1,E,1.3,0.57,8,1.21
72,edificio,1,Em1,NaN,NaN,NaN,NaN
72,suicida,1,E,2.15,1.39,7.65,1.04
72,dialogo,0,Em1,NaN,NaN,NaN,NaN
72,masacre,1,E,1.3,0.57,6.9,2.15
72,alimento,0,Em1,NaN,NaN,NaN,NaN
72,hambruna,1,E,1.95,1.31,7.35,1.18
72,contable,0,Em1,NaN,NaN,NaN,NaN
72,asesino,0,E,2.03,1.27,7.6,1.73
73,libro,1,Em1,NaN,NaN,NaN,NaN
73,crimen,0,E,2.15,1.17,7.9,1.17
73,branquias,1,Em1,NaN,NaN,NaN,NaN
73,asfixia,1,E,1.3,0.57,8,1.21
73,aprendiz,1,Em1,NaN,NaN,NaN,NaN
73,asesino,1,E,2.03,1.27,7.6,1.73
73,nacionalidad,0,Em1,NaN,NaN,NaN,NaN
73,nazi,1,E,1.6,0.88,7.95,1.28
73,cerebro,1,Em1,NaN,NaN,NaN,NaN
73,tumor,0,E,1.33,0.69,7.45,1.05
73,aeropuerto,0,Em1,NaN,NaN,NaN,NaN
73,terrorista,1,E,1.5,0.88,7.6,1.39
73,norma,1,Em1,NaN,NaN,NaN,NaN
73,violacion,1,E,1.18,0.5,8.13,1.11
73,esplendor,0,Em1,NaN,NaN,NaN,NaN
73,cancer,0,E,1.23,0.73,7.8,1.24
73,cena,1,Em1,NaN,NaN,NaN,NaN
73,hambruna,0,E,1.95,1.31,7.35,1.18
73,nervio,0,Em1,NaN,NaN,NaN,NaN
73,sufrimiento,0,E,1.95,1.15,8.3,0.86
73,trastero,0,Em1,NaN,NaN,NaN,NaN
73,morgue,0,E,2.9,1.95,6.17,1.93
73,articulaci�n,0,Em1,NaN,NaN,NaN,NaN
73,amputacion,1,E,2.1,1.17,7.1,1.45
73,�ptica,0,Em1,NaN,NaN,NaN,NaN
73,ceguera,1,E,2.75,1.33,6.95,1.39
73,transmisi�n,0,Em1,NaN,NaN,NaN,NaN
73,sida,0,E,1.45,0.69,7.35,1.46
73,tipo,1,Em1,NaN,NaN,NaN,NaN
73,traidor,1,E,2.25,1.24,7.15,1.76
73,altura,1,Em1,NaN,NaN,NaN,NaN
73,suicida,1,E,2.15,1.39,7.65,1.04
73,invitados,0,Em1,NaN,NaN,NaN,NaN
73,masacre,0,E,1.3,0.57,6.9,2.15
73,humanidad,1,Em1,NaN,NaN,NaN,NaN
73,plaga,0,E,2.3,1.17,7,1.52
74,congreso,0,Em1,NaN,NaN,NaN,NaN
74,masacre,0,E,1.3,0.57,6.9,2.15
74,tobillo,0,Em1,NaN,NaN,NaN,NaN
74,amputacion,0,E,2.1,1.17,7.1,1.45
74,destello,0,Em1,NaN,NaN,NaN,NaN
74,cancer,1,E,1.23,0.73,7.8,1.24
74,f�sico,0,Em1,NaN,NaN,NaN,NaN
74,asesino,0,E,2.03,1.27,7.6,1.73
74,terciopelo,0,Em1,NaN,NaN,NaN,NaN
74,sufrimiento,0,E,1.95,1.15,8.3,0.86
74,vista,0,Em1,NaN,NaN,NaN,NaN
74,ceguera,0,E,2.75,1.33,6.95,1.39
74,altura,0,Em1,NaN,NaN,NaN,NaN
74,suicida,0,E,2.15,1.39,7.65,1.04
74,inhalaci�n,0,Em1,NaN,NaN,NaN,NaN
74,asfixia,0,E,1.3,0.57,8,1.21
74,teatro,0,Em1,NaN,NaN,NaN,NaN
74,terrorista,1,E,1.5,0.88,7.6,1.39
74,criatura,0,Em1,NaN,NaN,NaN,NaN
74,plaga,0,E,2.3,1.17,7,1.52
74,se�al,0,Em1,NaN,NaN,NaN,NaN
74,sida,0,E,1.45,0.69,7.35,1.46
74,permiso,0,Em1,NaN,NaN,NaN,NaN
74,violacion,0,E,1.18,0.5,8.13,1.11
74,bote,0,Em1,NaN,NaN,NaN,NaN
74,morgue,0,E,2.9,1.95,6.17,1.93
74,individuo,0,Em1,NaN,NaN,NaN,NaN
74,traidor,0,E,2.25,1.24,7.15,1.76
74,imaginaci�n,0,Em1,NaN,NaN,NaN,NaN
74,tumor,0,E,1.33,0.69,7.45,1.05
74,pasaporte,0,Em1,NaN,NaN,NaN,NaN
74,nazi,1,E,1.6,0.88,7.95,1.28
74,merienda,1,Em1,NaN,NaN,NaN,NaN
74,hambruna,0,E,1.95,1.31,7.35,1.18
74,continuaci�n,1,Em1,NaN,NaN,NaN,NaN
74,crimen,1,E,2.15,1.17,7.9,1.17
75,pensamiento,1,Em1,NaN,NaN,NaN,NaN
75,tumor,0,E,1.33,0.69,7.45,1.05
75,congregaci�n,0,Em1,NaN,NaN,NaN,NaN
75,masacre,1,E,1.3,0.57,6.9,2.15
75,eclipse,0,Em1,NaN,NaN,NaN,NaN
75,cancer,1,E,1.23,0.73,7.8,1.24
75,f�sico,0,Em1,NaN,NaN,NaN,NaN
75,asesino,0,E,2.03,1.27,7.6,1.73
75,declaraci�n,0,Em1,NaN,NaN,NaN,NaN
75,violacion,0,E,1.18,0.5,8.13,1.11
75,inmigraci�n,0,Em1,NaN,NaN,NaN,NaN
75,nazi,0,E,1.6,0.88,7.95,1.28
75,cocinero,1,Em1,NaN,NaN,NaN,NaN
75,hambruna,1,E,1.95,1.31,7.35,1.18
75,dedo,0,Em1,NaN,NaN,NaN,NaN
75,sufrimiento,1,E,1.95,1.15,8.3,0.86
75,dep�sito,0,Em1,NaN,NaN,NaN,NaN
75,morgue,0,E,2.9,1.95,6.17,1.93
75,compa�ero,1,Em1,NaN,NaN,NaN,NaN
75,traidor,1,E,2.25,1.24,7.15,1.76
75,bajada,0,Em1,NaN,NaN,NaN,NaN
75,suicida,1,E,2.15,1.39,7.65,1.04
75,evoluci�n,0,Em1,NaN,NaN,NaN,NaN
75,plaga,0,E,2.3,1.17,7,1.52
75,nudillo,0,Em1,NaN,NaN,NaN,NaN
75,amputacion,1,E,2.1,1.17,7.1,1.45
75,comunicaci�n,0,Em1,NaN,NaN,NaN,NaN
75,sida,0,E,1.45,0.69,7.35,1.46
75,libro,1,Em1,NaN,NaN,NaN,NaN
75,crimen,0,E,2.15,1.17,7.9,1.17
75,terminal,1,Em1,NaN,NaN,NaN,NaN
75,terrorista,1,E,1.5,0.88,7.6,1.39
75,vista,1,Em1,NaN,NaN,NaN,NaN
75,ceguera,1,E,2.75,1.33,6.95,1.39
75,aire,1,Em1,NaN,NaN,NaN,NaN
75,asfixia,1,E,1.3,0.57,8,1.21
